stream,W,d,F,lam
Y2,all-history,1,0.6724169258472052,1.1208480565371024
Y2,all-history,2,0.753677204518493,1.0583984232425725
Y2,all-history,3,0.7976907648962428,1.0346434172894179
Y2,all-history,4,0.8253254989324583,1.0253687974966472
Y2,all-history,5,0.8462630143836952,1.0196476964769647
Y2,all-history,6,0.8628901332299873,1.0144288663340788
Y2,all-history,7,0.8753406596233583,1.0138139159263824
Y2,all-history,8,0.8874325419023394,1.0112902886697643
Y2,all-history,9,0.8974519114753596,1.0095478329754632
Y2,all-history,10,0.9060206324296366,1.0090912856196157
Y2,all-history,11,0.9142575247763193,1.01253292723082
Y2,all-history,12,0.9257158478045704,1.0085558882845445
Y2,all-history,13,0.9336361691816186,1.0067220085037456
Y2,all-history,14,0.9399120794502619,1.0055220782361596
Y2,all-history,15,0.9451023474880976,1.0047591317094722
Y2,all-history,16,0.9496002140387249,1.0041235462497748
Y2,all-history,17,0.9535159344401096,1.0038342486270595
Y2,all-history,18,0.9571719516026159,1.0035677270190544
Y2,all-history,19,0.9605868798362296,1.003422545020396
Y2,all-history,20,0.9638745316784708,1.0037759096961387
Y2,all-history,21,0.9675140348684967,1.002817069057869
Y2,all-history,22,0.9702395887191788,1.0026760758816182
Y2,all-history,23,0.9728360234819414,1.0048125482740182
Y2,all-history,24,0.9775178438076522,1.0025663297536322
Y2,all-history,25,0.9800264769349222,1.002387058591438
Y2,all-history,26,0.9823658575565265,1.0022281376318642
Y2,all-history,27,0.9845547038920068,1.002089163940242
Y2,all-history,28,0.9866116000765737,1.0018914765338693
Y2,all-history,29,0.9884777527661618,1.0017147587511825
Y2,all-history,30,0.9901727536430668,1.0019328244877028
Y2,all-history,31,0.9920865837883642,1.0015585542929293
Y2,all-history,32,0.9936328045924852,1.0015795916755519
Y2,all-history,33,0.9952023386991747,1.0012454038666825
Y2,all-history,34,0.9964417675399221,1.001326391226021
Y2,all-history,35,0.997763439157628,1.0022415742595863
Y2,all-history,36,1.0,
Y3,all-history,0,0.22464951412446954,1.8907922912205568
Y3,all-history,1,0.4247655695329906,1.1956769055745164
Y3,all-history,2,0.5078823817738033,1.1192748091603053
Y3,all-history,3,0.568459955935755,1.0854700854700854
Y3,all-history,4,0.617046276955905,1.0489344909234413
Y3,all-history,5,0.6472411223949469,1.0429540316503392
Y3,all-history,6,0.6750427380517006,1.0405503258508326
Y3,all-history,7,0.7024159410429353,1.0348432055749128
Y3,all-history,8,0.7268903640757901,1.0249494268374915
Y3,all-history,9,0.7450258620331766,1.0237467018469657
Y3,all-history,10,0.762717769047157,1.0206451612903227
Y3,all-history,11,0.7784642004081307,1.025965801139962
Y3,all-history,12,0.7986776470305077,1.0210265924551638
Y3,all-history,13,0.8154711164176673,1.0187878787878788
Y3,all-history,14,0.8307920889079387,1.0131030375223347
Y3,all-history,15,0.8416779888221582,1.017109144542773
Y3,all-history,16,0.8560783791913869,1.0127758420441346
Y3,all-history,17,0.8670155013413348,1.0086157380815624
Y3,all-history,18,0.8744854798135462,1.0085567598402738
Y3,all-history,19,0.8819682420481173,1.0107709750566893
Y3,all-history,20,0.8914678999840098,1.0101180438448567
Y3,all-history,21,0.9004878112823304,1.0100278551532034
Y3,all-history,22,0.9095177726210947,1.0126931567328918
Y3,all-history,23,0.9210624242603249,1.0147299509001637
Y3,all-history,24,0.9346296285456652,1.0075309306078537
Y3,all-history,25,0.9416682594222867,1.0042735042735043
Y3,all-history,26,0.9456924827531512,1.003727369542066
Y3,all-history,27,0.9492174281095261,1.006376195536663
Y3,all-history,28,0.9552698240379609,1.007399577167019
Y3,all-history,29,0.9623384168162544,1.0057864281956865
Y3,all-history,30,0.9679069189651124,1.0052410901467506
Y3,all-history,31,0.9729798063810722,1.0041753653444676
Y3,all-history,32,0.9770423525455025,1.0036439354502864
Y3,all-history,33,0.9806026318103743,1.0062337662337661
Y3,all-history,34,0.986715479385296,1.0072426280393172
Y3,all-history,35,0.9938618925831203,1.0061760164693772
Y3,all-history,36,1.0,
severe,all-history,0,0.45922535929916053,1.4983135357090482
severe,all-history,1,0.6880635717787833,1.1125081859855928
severe,all-history,2,0.765476356082382,1.053905596298666
severe,all-history,3,0.8067398155095328,1.0326710402999062
severe,all-history,4,0.8330968445335836,1.0240080087368038
severe,all-history,5,0.8530978408557495,1.018517858098108
severe,all-history,6,0.8688953856165186,1.014111964873765
severe,all-history,7,0.8811572067773155,1.013018594269734
severe,all-history,8,0.8926286349402015,1.0104812429601988
severe,all-history,9,0.9019844925362404,1.0088238055007979
severe,all-history,10,0.909943428263116,1.0084245355052177
severe,all-history,11,0.9176092789822582,1.013306781648961
severe,all-history,12,0.9298197052967355,1.0087996860833048
severe,all-history,13,0.9380018268174178,1.0063978093104307
severe,all-history,14,0.9440029836382313,1.0050066507489321
severe,all-history,15,0.9487292768832578,1.0043905533085662
severe,all-history,16,0.9528947233488112,1.0039437684350634
severe,all-history,17,0.9566527194806927,1.003567328194194
severe,all-history,18,0.9600654136989485,1.0034558438155137
severe,all-history,19,0.9633832498213686,1.0031076726802859
severe,all-history,20,0.9663771296274835,1.003211387760772
severe,all-history,21,0.9694805413138592,1.002554601547452
severe,all-history,22,0.9719571778049242,1.0025296004047362
severe,all-history,23,0.9744158410752858,1.0047228294560997
severe,all-history,24,0.9790178409120063,1.0025783257962715
severe,all-history,25,0.9815420678662398,1.0022603647480668
severe,all-history,26,0.9837607109551892,1.0020084239970077
severe,all-history,27,0.985736519574385,1.0020408827020961
severe,all-history,28,0.9877482921860088,1.00176444281823
severe,all-history,29,0.9894911175663753,1.0016191630798272
severe,all-history,30,0.9910932650517558,1.0016369011262858
severe,all-history,31,0.9927155867335733,1.0013450282863525
severe,all-history,32,0.994050817278033,1.00139542854345
severe,all-history,33,0.9954379441621026,1.0012745410426727
severe,all-history,34,0.996706670677371,1.0011128021339617
severe,all-history,35,0.9978158079874346,1.0021889731502358
severe,all-history,36,1.0,
